ver=1.3
---MOVES---
HIT3,19.812,19.812,100,1,1,1.5,ORIENT_12,12
HIT9,20.247,20.247,70,1,1,1.235,ORIENT_12,12
HIT3,20.682,20.682,70,1,1,1.235,ORIENT_12,12
HIT9,21.116,21.116,70,1,1,1.234,ORIENT_12,12
HIT3,21.551,21.551,70,1,1,1.235,ORIENT_12,12
HIT9,21.986,21.986,70,1,1,1.235,ORIENT_12,12
HIT3,22.421,22.421,70,1,1,1.235,ORIENT_12,12
HIT9,22.855,22.855,70,1,1,1.234,ORIENT_12,12
HIT3,23.29,23.29,70,1,1,1.235,ORIENT_12,12
HIT9,23.725,23.725,70,1,1,1.235,ORIENT_12,12
HIT3,24.16,24.16,70,1,1,1.235,ORIENT_12,12
HIT9,24.595,24.595,70,1,1,1.235,ORIENT_12,12
HIT3,25.029,25.029,70,1,1,1.234,ORIENT_12,12
HIT9,25.464,25.464,70,1,1,1.235,ORIENT_12,12
HIT3,25.899,25.899,70,1,1,1.235,ORIENT_12,12
HIT9,26.334,26.334,70,1,1,1.235,ORIENT_12,12
HIT3,28.073,28.073,100,1,1,1.5,ORIENT_12,12
HIT3,28.508,28.508,70,1,1,1.235,ORIENT_12,12
HIT3,28.834,28.834,50,1,1,1.126,ORIENT_12,12
HIT3,29.269,29.269,70,1,1,1.235,ORIENT_12,12
HIT3,29.703,29.703,70,1,1,1.234,ORIENT_12,12
HIT3,30.138,30.138,70,1,1,1.235,ORIENT_12,12
HITDOWN,30.682,30.682,90,1,1,1.344,ORIENT_12,12
HITUP,31.116,31.116,70,1,1,1.234,ORIENT_12,12
HIT3,31.551,31.551,70,1,1,1.235,ORIENT_12,12
HIT9,31.769,31.769,30,1,1,1.018,ORIENT_12,12
HIT3,31.986,31.986,30,1,1,1.017,ORIENT_12,12
HITDOWN,32.421,32.421,70,1,1,1.23499999999999,ORIENT_12,12
HITUP,32.855,32.855,70,1,1,1.234,ORIENT_12,12
HIT3,33.29,33.29,70,1,1,1.23499999999999,ORIENT_12,12
HIT9,33.508,33.508,30,1,1,1.018,ORIENT_12,12
HIT3,33.725,33.725,30,1,1,1.017,ORIENT_12,12
HITDOWN,34.16,34.16,70,1,1,1.235,ORIENT_12,12
HITUP,34.595,34.595,70,1,1,1.23499999999999,ORIENT_12,12
HIT3,35.029,35.029,70,1,1,1.234,ORIENT_12,12
HIT9,35.247,35.247,30,1,1,1.01799999999999,ORIENT_12,12
HIT3,35.464,35.464,30,1,1,1.017,ORIENT_12,12
HITDOWN,35.899,35.899,70,1,1,1.235,ORIENT_12,12
HITUP,36.334,36.334,70,1,1,1.235,ORIENT_12,12
HIT3,36.769,36.769,70,1,1,1.23499999999999,ORIENT_12,12
HIT9,36.986,36.986,30,1,1,1.017,ORIENT_12,12
HIT3,37.203,37.203,30,1,1,1.017,ORIENT_12,12
HITDOWN,37.638,37.638,70,1,1,1.23499999999999,ORIENT_12,12
HITUP,38.073,38.073,70,1,1,1.235,ORIENT_12,12
