ver=1.3
---MOVES---
HIT12,1.531,1.531,100,1,1,1.5,ORIENT_12,1
HIT6,1.993,1.993,70,1,1,1.262,ORIENT_12,1
HIT12,2.454,2.454,70,1,1,1.261,ORIENT_12,1
HIT6,2.916,2.916,70,1,1,1.262,ORIENT_12,1
HIT12,3.377,3.377,70,1,1,1.261,ORIENT_12,1
HIT6,3.839,3.839,70,1,1,1.262,ORIENT_12,1
HIT12,4.3,4.3,70,1,1,1.261,ORIENT_12,1
HIT6,4.762,4.762,70,1,1,1.262,ORIENT_12,1
HIT12,5.223,5.223,70,1,1,1.261,ORIENT_12,1
HIT6,5.685,5.685,70,1,1,1.262,ORIENT_12,1
HIT12,6.146,6.146,70,1,1,1.261,ORIENT_12,1
HIT6,6.608,6.608,70,1,1,1.262,ORIENT_12,1
HIT12,7.069,7.069,70,1,1,1.261,ORIENT_12,1
HIT6,7.531,7.531,70,1,1,1.262,ORIENT_12,1
HIT12,7.992,7.992,70,1,1,1.261,ORIENT_12,1
HIT6,8.454,8.454,70,1,1,1.262,ORIENT_12,1
HIT12,8.915,8.915,70,1,1,1.261,ORIENT_12,1
HIT6,9.377,9.377,70,1,1,1.262,ORIENT_12,1
HIT12,9.838,9.838,70,1,1,1.261,ORIENT_12,1
HIT6,10.3,10.3,70,1,1,1.262,ORIENT_12,1
HIT12,10.761,10.761,70,1,1,1.261,ORIENT_12,1
HIT6,11.223,11.223,70,1,1,1.262,ORIENT_12,1
HIT12,11.684,11.684,70,1,1,1.261,ORIENT_12,1
HIT6,12.146,12.146,70,1,1,1.262,ORIENT_12,1
HIT12,12.607,12.607,70,1,1,1.261,ORIENT_12,1
HIT9,18.376,18.376,100,1,1,1.5,ORIENT_12,1
HIT3,18.607,18.607,30,1,1,1.031,ORIENT_12,1
HIT9,20.222,20.222,100,1,1,1.5,ORIENT_12,1
HIT3,20.453,20.453,30,1,1,1.031,ORIENT_12,1
HIT9,22.068,22.068,100,1,1,1.5,ORIENT_12,1
HIT3,22.299,22.299,30,1,1,1.031,ORIENT_12,1
HIT9,23.914,23.914,100,1,1,1.5,ORIENT_12,1
HIT3,24.145,24.145,30,1,1,1.031,ORIENT_12,1
HIT9,25.76,25.76,100,1,1,1.5,ORIENT_12,1
HIT3,25.991,25.991,30,1,1,1.031,ORIENT_12,1
HIT9,27.606,27.606,100,1,1,1.5,ORIENT_12,1
HIT3,27.837,27.837,30,1,1,1.031,ORIENT_12,1
CIRCLE_H_12_9,29.683,30.145,100,1,1,1.5,ORIENT_12,1
CIRCLE_H_12_3,31.529,31.991,100,1,1,1.5,ORIENT_12,1
CIRCLE_H_12_9,33.375,33.837,100,1,1,1.5,ORIENT_12,1
CIRCLE_Q_12_3,35.221,35.452,100,1,1,1.5,ORIENT_12,1
HIT9,35.683,35.683,30,1,1,1.031,ORIENT_12,1
STILL,35.683,36.144,20,1,1,1,ORIENT_12,1
CIRCLE_H_12_9,37.067,37.529,100,1,1,1.5,ORIENT_12,1
CIRCLE_H_12_3,38.913,39.375,100,1,1,1.5,ORIENT_12,1
CIRCLE_H_12_9,40.759,41.221,100,1,1,1.5,ORIENT_12,1
CIRCLE_Q_12_3,42.605,42.836,100,1,1,1.5,ORIENT_12,1
HIT9,43.067,43.067,30,1,1,1.031,ORIENT_12,1
STILL,43.067,43.528,20,1,1,1,ORIENT_12,1
HITDOWN,44.451,44.451,100,1,1,1.5,ORIENT_12,1
HITDOWN,44.682,44.682,30,1,1,1.031,ORIENT_12,1
HITDOWN,44.913,44.913,30,1,1,1.031,ORIENT_12,1
HITDOWN,45.144,45.144,30,1,1,1.03099999999999,ORIENT_12,1
HITDOWN,45.374,45.374,30,1,1,1.03,ORIENT_12,1
HITDOWN,45.605,45.605,30,1,1,1.031,ORIENT_12,1
HITDOWN,45.836,45.836,30,1,1,1.03099999999999,ORIENT_12,1
HITDOWN,46.067,46.067,30,1,1,1.031,ORIENT_12,1
HITDOWN,46.297,46.297,30,1,1,1.03,ORIENT_12,1
HITDOWN,46.528,46.528,30,1,1,1.03099999999999,ORIENT_12,1
HITDOWN,46.759,46.759,30,1,1,1.031,ORIENT_12,1
HITDOWN,46.99,46.99,30,1,1,1.031,ORIENT_12,1
HITDOWN,47.22,47.22,30,1,1,1.02999999999999,ORIENT_12,1
HITDOWN,47.451,47.451,30,1,1,1.031,ORIENT_12,1
HITDOWN,47.682,47.682,30,1,1,1.031,ORIENT_12,1
HITDOWN,47.913,47.913,30,1,1,1.031,ORIENT_12,1
HITDOWN,48.144,48.144,30,1,1,1.03099999999999,ORIENT_12,1
HITDOWN,48.374,48.374,30,1,1,1.03,ORIENT_12,1
HITDOWN,48.605,48.605,30,1,1,1.031,ORIENT_12,1
HITDOWN,48.836,48.836,30,1,1,1.03099999999999,ORIENT_12,1
HITDOWN,49.067,49.067,30,1,1,1.031,ORIENT_12,1
HITDOWN,49.297,49.297,30,1,1,1.03,ORIENT_12,1
HITDOWN,49.528,49.528,30,1,1,1.03099999999999,ORIENT_12,1
HITDOWN,49.759,49.759,30,1,1,1.031,ORIENT_12,1
HITDOWN,49.99,49.99,30,1,1,1.031,ORIENT_12,1
HITDOWN,50.22,50.22,30,1,1,1.02999999999999,ORIENT_12,1
HITDOWN,50.451,50.451,30,1,1,1.031,ORIENT_12,1
HITDOWN,50.682,50.682,30,1,1,1.031,ORIENT_12,1
HITDOWN,50.913,50.913,30,1,1,1.031,ORIENT_12,1
HITDOWN,51.143,51.143,30,1,1,1.02999999999999,ORIENT_12,1
HITDOWN,51.374,51.374,30,1,1,1.031,ORIENT_12,1
HITDOWN,51.605,51.605,30,1,1,1.031,ORIENT_12,1
HITDOWN,51.836,51.836,30,1,1,1.03099999999999,ORIENT_12,1
HITDOWN,51.951,51.951,20,1,1,1,ORIENT_12,1
HITDOWN,52.066,52.066,20,1,1,1,ORIENT_12,1
HITDOWN,52.182,52.182,20,1,1,1,ORIENT_12,1
HITDOWN,52.297,52.297,20,1,1,1,ORIENT_12,1
HITDOWN,52.412,52.412,20,1,1,1,ORIENT_12,1
HITDOWN,52.528,52.528,20,1,1,1,ORIENT_12,1
HITDOWN,52.643,52.643,20,1,1,1,ORIENT_12,1
HITDOWN,52.759,52.759,20,1,1,1,ORIENT_12,1
HITDOWN,52.874,52.874,20,1,1,1,ORIENT_12,1
HITDOWN,52.989,52.989,20,1,1,1,ORIENT_12,1
HITDOWN,53.105,53.105,20,1,1,1,ORIENT_12,1
HITDOWN,53.22,53.22,20,1,1,1,ORIENT_12,1
HITDOWN,53.335,53.335,20,1,1,1,ORIENT_12,1
HITDOWN,53.451,53.451,20,1,1,1,ORIENT_12,1
HITDOWN,53.566,53.566,20,1,1,1,ORIENT_12,1
HITDOWN,53.682,53.682,20,1,1,1,ORIENT_12,1
HITDOWN,53.797,53.797,20,1,1,1,ORIENT_12,1
HITDOWN,53.912,53.912,20,1,1,1,ORIENT_12,1
HITDOWN,54.028,54.028,20,1,1,1,ORIENT_12,1
HITDOWN,54.143,54.143,20,1,1,1,ORIENT_12,1
HITDOWN,54.259,54.259,20,1,1,1,ORIENT_12,1
HITDOWN,54.374,54.374,20,1,1,1,ORIENT_12,1
HITDOWN,54.489,54.489,20,1,1,1,ORIENT_12,1
HITDOWN,54.605,54.605,20,1,1,1,ORIENT_12,1
HITDOWN,54.72,54.72,20,1,1,1,ORIENT_12,1
HITDOWN,54.835,54.835,20,1,1,1,ORIENT_12,1
HITDOWN,54.951,54.951,20,1,1,1,ORIENT_12,1
HITDOWN,55.066,55.066,20,1,1,1,ORIENT_12,1
HITDOWN,55.182,55.182,20,1,1,1,ORIENT_12,1
HITDOWN,55.297,55.297,20,1,1,1,ORIENT_12,1
HITDOWN,55.412,55.412,20,1,1,1,ORIENT_12,1
HITDOWN,55.528,55.528,20,1,1,1,ORIENT_12,1
HITDOWN,55.643,55.643,20,1,1,1,ORIENT_12,1
HITDOWN,55.758,55.758,20,1,1,1,ORIENT_12,1
HITDOWN,55.874,55.874,20,1,1,1,ORIENT_12,1
HITDOWN,55.989,55.989,20,1,1,1,ORIENT_12,1
HITDOWN,56.105,56.105,20,1,1,1,ORIENT_12,1
HITDOWN,56.22,56.22,20,1,1,1,ORIENT_12,1
HITDOWN,56.335,56.335,20,1,1,1,ORIENT_12,1
HITDOWN,56.451,56.451,20,1,1,1,ORIENT_12,1
HITDOWN,56.566,56.566,20,1,1,1,ORIENT_12,1
HITDOWN,56.681,56.681,20,1,1,1,ORIENT_12,1
HITDOWN,56.797,56.797,20,1,1,1,ORIENT_12,1
HITDOWN,56.912,56.912,20,1,1,1,ORIENT_12,1
HITDOWN,57.028,57.028,20,1,1,1,ORIENT_12,1
HITDOWN,57.143,57.143,20,1,1,1,ORIENT_12,1
HITDOWN,57.258,57.258,20,1,1,1,ORIENT_12,1
HIT12,59.22,59.22,100,1,1,1.5,ORIENT_12,1
HIT12,59.681,59.681,70,1,1,1.261,ORIENT_12,1
HIT12,60.143,60.143,70,1,1,1.26199999999999,ORIENT_12,1
HIT12,60.604,60.604,70,1,1,1.261,ORIENT_12,1
HIT12,61.066,61.066,70,1,1,1.262,ORIENT_12,1
HIT12,61.527,61.527,70,1,1,1.261,ORIENT_12,1
HIT12,61.989,61.989,70,1,1,1.262,ORIENT_12,1
HIT12,62.45,62.45,70,1,1,1.261,ORIENT_12,1
HIT12,62.912,62.912,70,1,1,1.26199999999999,ORIENT_12,1
HIT12,63.373,63.373,70,1,1,1.261,ORIENT_12,1
HIT12,63.835,63.835,70,1,1,1.262,ORIENT_12,1
HIT12,64.296,64.296,70,1,1,1.26099999999999,ORIENT_12,1
HIT12,64.758,64.758,70,1,1,1.262,ORIENT_12,1
HIT12,65.219,65.219,70,1,1,1.261,ORIENT_12,1
HIT12,65.681,65.681,70,1,1,1.262,ORIENT_12,1
HIT12,66.142,66.142,70,1,1,1.261,ORIENT_12,1
HITDOWN,67.065,67.065,100,2,1,1.5,ORIENT_10_5,1
HIT12,67.988,67.988,100,1,1,1.5,ORIENT_10_5,1
HITDOWN,68.911,68.911,100,2,1,1.5,ORIENT_12,1
HIT12,69.834,69.834,100,1,1,1.5,ORIENT_12,1
HITDOWN,70.757,70.757,100,2,1,1.5,ORIENT_1_5,1
HIT12,71.681,71.681,100,1,1,1.5,ORIENT_1_5,1
HIT3,73.988,73.988,100,1,1,1.5,ORIENT_12,1
HIT9,74.45,74.45,70,1,1,1.26199999999999,ORIENT_12,1
HIT12,74.911,74.911,70,1,1,1.26100000000001,ORIENT_12,1
HIT12,75.373,75.373,70,1,1,1.26199999999999,ORIENT_12,1
HIT3,75.834,75.834,70,1,1,1.261,ORIENT_12,1
HIT9,76.296,76.296,70,1,1,1.262,ORIENT_12,1
HIT12,76.757,76.757,70,1,1,1.261,ORIENT_12,1
HIT12,77.219,77.219,70,1,1,1.262,ORIENT_12,1
HIT3,77.68,77.68,70,1,1,1.261,ORIENT_12,1
HIT9,78.142,78.142,70,1,1,1.262,ORIENT_12,1
HIT12,78.603,78.603,70,1,1,1.261,ORIENT_12,1
STILL,78.603,80.911,20,1,1,1,ORIENT_12,1
HIT3,81.372,81.372,70,1,1,1.261,ORIENT_12,1
HIT9,81.834,81.834,70,1,1,1.26199999999999,ORIENT_12,1
HIT12,82.295,82.295,70,1,1,1.261,ORIENT_12,1
HIT12,82.757,82.757,70,1,1,1.262,ORIENT_12,1
HIT3,83.218,83.218,70,1,1,1.261,ORIENT_12,1
HIT9,83.68,83.68,70,1,1,1.262,ORIENT_12,1
HIT12,84.141,84.141,70,1,1,1.261,ORIENT_12,1
HIT12,84.603,84.603,70,1,1,1.262,ORIENT_12,1
HIT3,85.064,85.064,70,1,1,1.261,ORIENT_12,1
HIT9,85.526,85.526,70,1,1,1.262,ORIENT_12,1
HIT12,85.987,85.987,70,1,1,1.261,ORIENT_12,1
STILL,85.987,88.295,20,1,1,1,ORIENT_12,1
CIRCLE_H_12_3,90.602,91.064,100,1,1,1.5,ORIENT_12,1
CIRCLE_H_12_9,92.448,92.91,100,1,1,1.5,ORIENT_12,1
CIRCLE_Q_12_3,94.294,94.525,100,1,1,1.5,ORIENT_12,1
HIT9,94.756,94.756,30,1,1,1.03100000000001,ORIENT_12,1
STILL,94.756,95.217,20,1,1,1,ORIENT_12,1
CIRCLE_H_12_9,96.141,96.602,100,1,1,1.5,ORIENT_12,1
CIRCLE_H_12_3,97.987,98.448,100,1,1,1.5,ORIENT_12,1
CIRCLE_H_12_9,99.833,100.294,100,1,1,1.5,ORIENT_12,1
CIRCLE_Q_12_3,101.679,101.909,100,1,1,1.5,ORIENT_12,1
HIT9,102.14,102.14,30,1,1,1.03100000000001,ORIENT_12,1
STILL,102.14,102.602,20,1,1,1,ORIENT_12,1
HITDOWN,103.525,103.525,100,1,1,1.5,ORIENT_12,1
HITDOWN,103.755,103.755,30,1,1,1.03,ORIENT_12,1
